longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.96,37.85,8.665114657158885,3209.0,325.0,1199.0,392.0,12.2478,500001.0,INLAND
-118.44,34.09,31.465638785135305,3129.0,447.0,862.0,334.0,15.0001,500001.0,<1H OCEAN
-122.64,38.23,52.0,2300.0,445.0,1061.0,429.0,4.075,228800.0,<1H OCEAN
-120.63,37.36,12.132232644586812,1605.0,345.0,866.0,284.0,4.0694,110200.0,INLAND
-116.75,32.82,12.22924740712906,3348.0,592.0,1222.0,443.0,6.6361,308600.0,<1H OCEAN
-118.3,33.98,52.0,1998.0,440.0,1176.0,382.0,3.0455,102400.0,<1H OCEAN
-117.86,33.72,35.46671420207895,1194.0,334.0,1602.0,306.0,2.3333,157700.0,<1H OCEAN
-121.24,38.0,24.449011403422997,1471.0,351.0,721.0,304.0,2.4688,126800.0,INLAND
-119.03,35.3,5.006358636005654,829.0,134.0,447.0,173.0,4.1484,102900.0,INLAND
-118.06,33.98,35.23515913324344,1723.0,421.0,1221.0,370.0,3.3562,169200.0,<1H OCEAN
-118.27,33.82,36.223875102282214,1357.0,232.0,763.0,229.0,4.25,200300.0,<1H OCEAN
-118.19,33.87,44.84916278355574,1213.0,290.0,628.0,229.0,3.6987,152100.0,<1H OCEAN
-118.45,35.58,14.275951463127097,5396.0,1325.0,1802.0,807.0,1.8819,69700.0,INLAND
-118.39,33.97,41.6548848939405,2700.0,602.0,1146.0,506.0,5.1333,345900.0,<1H OCEAN
-122.04,37.34,26.518754487338157,3694.0,1211.0,2496.0,986.0,3.6991,271500.0,<1H OCEAN
-119.3,38.26,25.695244363299665,3325.0,707.0,750.0,286.0,2.9509,114800.0,INLAND
-122.63,38.22,30.644885498542262,878.0,156.0,372.0,167.0,4.0417,232100.0,<1H OCEAN
-118.22,34.04,45.91071609829562,2343.0,997.0,2468.0,707.0,1.5163,115000.0,<1H OCEAN
-117.36,33.2,17.198824762894432,2129.0,595.0,1323.0,525.0,2.9539,169900.0,NEAR OCEAN
-118.22,34.14,47.28378189236473,2298.0,464.0,1203.0,387.0,5.5291,274600.0,<1H OCEAN
-122.03,37.96,17.16727088218262,2636.0,781.0,1142.0,627.0,2.1083,162500.0,NEAR BAY
-121.34,37.97,29.30747878895507,2493.0,497.0,1203.0,436.0,3.765,94600.0,INLAND
-122.64,38.87,21.44277816989551,1177.0,299.0,519.0,199.0,1.5739,73500.0,INLAND
-117.22,33.31,7.445741010692526,2924.0,482.0,1193.0,394.0,6.2475,331300.0,<1H OCEAN
-119.69,34.42,12.50143550201701,1826.0,674.0,1325.0,532.0,1.2762,253600.0,<1H OCEAN
-116.31,33.65,10.85746345950297,3079.0,479.0,1572.0,474.0,4.5938,102600.0,INLAND
-122.28,37.87,52.0,2026.0,673.0,963.0,521.0,1.9805,173700.0,NEAR BAY
-122.44,37.79,47.1002121732105,1335.0,169.0,402.0,157.0,10.8783,500001.0,NEAR BAY
-118.09,34.07,30.47952333863026,794.0,178.0,709.0,170.0,3.175,170800.0,<1H OCEAN
-119.69,36.79,4.78496529513309,2613.0,418.0,1490.0,481.0,4.0993,83000.0,INLAND
-117.94,33.77,32.65724356714044,714.0,132.0,654.0,154.0,4.5052,170800.0,<1H OCEAN
-118.24,33.97,36.87733904540768,1212.0,363.0,1403.0,279.0,2.5536,117200.0,<1H OCEAN
-121.76,36.9,47.08361059946077,919.0,275.0,1321.0,301.0,2.0775,121400.0,<1H OCEAN
-117.1,32.67,18.62857485615313,1690.0,502.0,1669.0,494.0,2.0213,110600.0,NEAR OCEAN
-118.28,34.08,36.50329113435949,1630.0,632.0,1568.0,510.0,2.7366,169100.0,<1H OCEAN
-122.24,38.11,41.37339949217147,1743.0,348.0,889.0,341.0,2.3241,99200.0,NEAR BAY
-120.97,38.91,3.204436496286541,4341.0,805.0,1978.0,682.0,4.8311,172200.0,INLAND
-123.02,38.54,41.35105130204988,2157.0,426.0,768.0,322.0,3.2315,136900.0,<1H OCEAN
-122.2,37.79,52.0,2021.0,564.0,1410.0,480.0,2.7788,115400.0,NEAR BAY
-121.79,37.69,32.54306953109126,6296.0,1065.0,3200.0,1047.0,4.5357,188400.0,INLAND
-118.27,34.11,37.86844169910017,1832.0,588.0,934.0,486.0,3.0521,276600.0,<1H OCEAN
-117.29,34.06,12.357033996972444,1971.0,370.0,1336.0,423.0,4.5066,111500.0,INLAND
-122.21,37.8,46.644687840796934,2003.0,608.0,1109.0,464.0,3.0682,156500.0,NEAR BAY
-117.97,33.77,24.226325651776115,1988.0,395.0,1277.0,425.0,2.9414,162200.0,<1H OCEAN
-122.53,37.5,25.999929690426463,4768.0,746.0,2199.0,805.0,6.1896,331100.0,NEAR OCEAN
-117.98,33.72,21.1164418427363,2826.0,483.0,1738.0,546.0,6.0494,240400.0,<1H OCEAN
-118.24,34.12,36.326203711948686,2904.0,986.0,3320.0,765.0,2.6111,168800.0,<1H OCEAN
-122.5,37.96,13.090650269454862,100.0,24.0,45.0,25.0,6.1359,212500.0,NEAR BAY
-121.3,38.73,4.739539309837434,5558.0,1239.0,2717.0,1043.0,3.6455,139200.0,INLAND
-117.12,32.75,24.758047964380218,2060.0,552.0,1251.0,602.0,1.9886,119200.0,NEAR OCEAN
-117.26,32.95,29.852353479323348,5484.0,1178.0,1947.0,1012.0,4.4375,500001.0,NEAR OCEAN
-120.87,41.54,17.397336705208474,1091.0,237.0,660.0,188.0,2.2321,34600.0,INLAND
-121.78,37.97,4.347263720946666,17032.0,2552.0,7653.0,2359.0,5.5601,213700.0,INLAND
-117.2,33.71,27.268122898119266,4210.0,1023.0,1283.0,829.0,2.0881,83300.0,<1H OCEAN
-117.64,33.63,16.065765100409145,4814.0,716.0,1808.0,588.0,8.798,436600.0,<1H OCEAN
-121.44,36.84,6.832827732976041,1644.0,313.0,1143.0,331.0,4.005,180400.0,INLAND
-117.83,33.97,17.90785710652861,21533.0,3324.0,9671.0,2890.0,7.0329,368300.0,<1H OCEAN
-121.97,37.34,29.87556659198485,3162.0,,1553.0,686.0,3.6682,266100.0,<1H OCEAN
-117.55,33.85,1.0,8207.0,1356.0,3887.0,1304.0,4.8686,195300.0,INLAND
-118.16,33.84,36.27289405908849,1348.0,275.0,643.0,221.0,3.6447,211000.0,<1H OCEAN
-118.2,33.92,37.865007496445656,414.0,93.0,477.0,130.0,3.6719,130400.0,<1H OCEAN
-122.68,38.46,23.965160421733657,3201.0,516.0,1244.0,495.0,4.7143,202900.0,<1H OCEAN
-121.44,37.7,11.619093494198294,1365.0,232.0,591.0,156.0,6.0389,215100.0,INLAND
-118.05,34.1,42.62293997298257,2065.0,353.0,1313.0,402.0,4.0179,274300.0,INLAND
-121.98,37.16,48.23196409919064,2533.0,531.0,957.0,398.0,5.3468,279900.0,<1H OCEAN
-123.53,38.93,35.13810235592226,1706.0,392.0,506.0,211.0,2.5625,165600.0,NEAR OCEAN
-118.35,34.11,30.761665921598155,7478.0,1508.0,2701.0,1500.0,4.1717,500001.0,<1H OCEAN
-121.49,39.49,21.653368959964087,2505.0,410.0,1174.0,429.0,2.9965,88900.0,INLAND
-118.42,34.15,22.63234004933107,2795.0,515.0,1073.0,535.0,5.1496,365000.0,<1H OCEAN
-121.9,37.36,51.8351369875016,1007.0,272.0,581.0,240.0,2.9545,237500.0,<1H OCEAN
-118.18,33.84,44.95799101328025,2561.0,677.0,1063.0,537.0,3.835,418600.0,NEAR OCEAN
-122.74,38.48,8.869406226504537,4174.0,609.0,1882.0,647.0,4.551,178300.0,<1H OCEAN
-122.11,37.31,8.641594770662227,189.0,24.0,84.0,29.0,13.8093,500001.0,<1H OCEAN
-118.44,34.0,45.46616424932032,1798.0,416.0,835.0,314.0,4.75,355800.0,<1H OCEAN
-118.09,34.15,49.309500760495936,271.0,91.0,150.0,55.0,2.2321,237500.0,INLAND
-121.84,37.37,23.734084039987348,1579.0,348.0,1252.0,353.0,4.1615,214800.0,<1H OCEAN
-117.3,34.05,5.800291654648572,2155.0,,1039.0,391.0,1.6675,95800.0,INLAND
-117.13,32.74,51.493614115098154,3355.0,848.0,1457.0,708.0,2.6604,170100.0,NEAR OCEAN
-121.97,37.35,30.32989581398751,1249.0,259.0,556.0,247.0,3.925,287100.0,<1H OCEAN
-116.9,32.84,21.302616008036253,4215.0,771.0,2104.0,773.0,4.0873,146900.0,<1H OCEAN
-120.74,39.39,17.435988976265822,453.0,108.0,152.0,77.0,1.3523,85700.0,INLAND
-118.21,34.21,44.779790529146155,1676.0,313.0,757.0,255.0,4.7734,450800.0,<1H OCEAN
-118.54,34.22,32.80218649568006,2193.0,527.0,1299.0,497.0,3.6187,211600.0,<1H OCEAN
-118.24,34.15,23.751867422233012,5282.0,1945.0,4116.0,1574.0,3.052,209800.0,<1H OCEAN
-119.69,36.74,21.915226407992854,2097.0,361.0,911.0,405.0,3.5128,121600.0,INLAND
-118.32,33.91,39.99813594171923,3041.0,642.0,1920.0,640.0,4.5304,181300.0,<1H OCEAN
-117.05,33.04,9.251964899027051,1840.0,237.0,580.0,234.0,6.7769,400000.0,<1H OCEAN
-120.01,38.92,32.74715201492796,1758.0,396.0,689.0,278.0,2.675,104200.0,INLAND
-118.01,33.89,32.7119899358496,2046.0,309.0,1018.0,320.0,4.2292,212800.0,<1H OCEAN
-122.48,38.54,38.55054069958263,1898.0,350.0,973.0,340.0,4.2096,256600.0,INLAND
-118.28,33.77,52.0,307.0,85.0,374.0,65.0,2.9063,146900.0,<1H OCEAN
-118.02,34.12,31.9877038279115,1471.0,261.0,751.0,230.0,5.4555,395100.0,INLAND
-117.92,34.01,31.955495486296012,3055.0,548.0,3738.0,615.0,3.375,127200.0,<1H OCEAN
-120.85,37.78,29.39556663347721,1120.0,254.0,609.0,237.0,2.2386,87200.0,INLAND
-117.34,33.06,17.05811719610775,2718.0,547.0,815.0,403.0,4.3182,357100.0,NEAR OCEAN
-119.72,36.32,45.54919605042039,1185.0,201.0,676.0,256.0,2.2721,52600.0,INLAND
-118.14,33.96,35.9217652466599,590.0,159.0,620.0,132.0,2.1731,143800.0,<1H OCEAN
-119.56,36.53,24.53573514659933,2746.0,611.0,1670.0,518.0,3.2019,95700.0,INLAND
-121.06,39.22,52.0,1749.0,442.0,837.0,391.0,2.325,109700.0,INLAND
-122.26,38.31,38.60970156119332,4518.0,626.0,1776.0,669.0,5.2444,281100.0,NEAR BAY
-120.86,37.4,22.872362223795438,3511.0,589.0,1904.0,617.0,3.1111,113900.0,INLAND
-117.08,32.57,13.649573851636342,6298.0,1815.0,4451.0,1456.0,2.569,88300.0,NEAR OCEAN
-121.68,39.82,12.355672557424926,3996.0,684.0,1786.0,728.0,3.5189,141300.0,INLAND
-120.99,37.68,31.191282439827994,1975.0,452.0,732.0,326.0,2.6932,94900.0,INLAND
-118.37,34.05,40.180712173811195,2457.0,671.0,1159.0,523.0,3.0862,345300.0,<1H OCEAN
-118.24,34.08,49.9725722454026,109.0,24.0,86.0,24.0,4.9844,187500.0,<1H OCEAN
-118.15,33.93,30.550575135213386,1948.0,475.0,1128.0,429.0,3.7614,255900.0,<1H OCEAN
-122.24,37.77,46.866696439571356,955.0,297.0,585.0,266.0,2.3882,162500.0,NEAR BAY
-122.47,37.87,41.2268689584287,4471.0,605.0,1315.0,582.0,11.5706,500001.0,NEAR BAY
-118.34,34.07,48.366253443316296,1621.0,296.0,588.0,272.0,6.2223,500001.0,<1H OCEAN
-121.34,38.66,19.21472666433913,1149.0,239.0,583.0,243.0,2.8092,137500.0,INLAND
-121.95,37.26,14.602822387030772,3611.0,744.0,1599.0,716.0,5.2,248700.0,<1H OCEAN
-117.74,34.05,32.16009972841358,1185.0,391.0,1466.0,302.0,2.625,94300.0,INLAND
-117.07,32.76,10.232907449878123,2523.0,622.0,1297.0,525.0,2.3886,138100.0,NEAR OCEAN
-122.89,39.42,23.307235696355026,411.0,129.0,26.0,19.0,0.4999,73500.0,INLAND
-122.32,37.92,32.23537845463129,2304.0,488.0,1377.0,454.0,5.0187,140600.0,NEAR BAY
-118.07,33.73,14.59676604452836,1822.0,373.0,643.0,303.0,9.8346,401700.0,NEAR OCEAN
-117.91,33.85,21.59705127165277,1178.0,295.0,865.0,294.0,3.025,180000.0,<1H OCEAN
-122.45,37.78,43.24147582543224,2747.0,644.0,1320.0,693.0,3.1576,333300.0,NEAR BAY
-117.28,34.13,30.639809818268795,2077.0,651.0,1418.0,524.0,1.8281,76800.0,INLAND
-117.09,33.03,12.735454260455544,2786.0,476.0,1228.0,396.0,6.4211,220700.0,<1H OCEAN
-122.44,37.77,52.0,2705.0,801.0,1355.0,628.0,2.0161,364300.0,NEAR BAY
-123.64,39.45,18.26240475300819,3359.0,682.0,1908.0,642.0,3.0433,140700.0,<1H OCEAN
-122.34,40.58,6.0983378628731835,4843.0,1083.0,2223.0,932.0,3.0549,101700.0,INLAND
-118.07,33.67,18.745880288391866,5126.0,884.0,2429.0,718.0,9.5268,437900.0,NEAR OCEAN
-122.33,40.52,30.47679699856581,2801.0,543.0,1318.0,454.0,3.5081,116700.0,INLAND
-118.19,34.11,27.71885449333128,1638.0,432.0,1155.0,437.0,3.4227,143800.0,<1H OCEAN
-121.5,38.62,12.567387637861628,16679.0,3112.0,7919.0,3329.0,3.7188,134500.0,INLAND
-118.18,33.87,51.181854859824945,1832.0,478.0,1056.0,405.0,4.0658,175100.0,<1H OCEAN
-118.98,35.39,17.728577890314163,1812.0,434.0,1592.0,420.0,1.4146,49100.0,INLAND
-122.77,38.39,30.031003863985216,2611.0,591.0,1293.0,463.0,2.75,197500.0,<1H OCEAN
-118.6,34.09,48.37065247467232,2228.0,425.0,960.0,395.0,7.6091,438500.0,<1H OCEAN
-117.64,33.99,30.328548159230134,1005.0,160.0,513.0,149.0,2.4375,181300.0,INLAND
-122.32,38.01,30.22197233079227,3054.0,511.0,1495.0,496.0,4.6944,171100.0,NEAR BAY
-118.87,34.2,26.126431497706495,1924.0,254.0,775.0,244.0,7.001,286800.0,<1H OCEAN
-121.32,38.65,19.738929086911476,2628.0,470.0,1210.0,453.0,3.0952,157700.0,INLAND
-118.12,34.19,47.763384354771866,2405.0,261.0,970.0,319.0,8.7835,444100.0,INLAND
-121.96,37.33,32.749572380811166,3269.0,751.0,1427.0,696.0,4.2136,288300.0,<1H OCEAN
-121.91,37.34,40.791773694105174,2189.0,758.0,1193.0,562.0,2.8042,240900.0,<1H OCEAN
-118.34,34.1,34.533073352230865,3193.0,1486.0,2039.0,1265.0,1.8209,500001.0,<1H OCEAN
-117.79,33.69,14.006405842307128,3067.0,395.0,1275.0,372.0,8.7385,340000.0,<1H OCEAN
-118.09,33.9,40.610775919279796,3326.0,690.0,2533.0,689.0,3.1441,176300.0,<1H OCEAN
-117.95,34.05,37.470348119037666,2349.0,617.0,2028.0,521.0,3.494,154500.0,<1H OCEAN
-122.21,37.79,36.52640758042428,1745.0,350.0,1143.0,386.0,2.875,143800.0,NEAR BAY
-116.75,33.83,23.489727971375395,5277.0,1277.0,657.0,276.0,3.3333,143400.0,INLAND
-122.2,37.89,41.44297546455341,3881.0,681.0,1315.0,517.0,7.3195,367500.0,NEAR BAY
-118.61,34.23,21.253303371421087,3727.0,646.0,1724.0,530.0,6.1419,327300.0,<1H OCEAN
-119.26,35.87,31.61039263380804,1590.0,435.0,1686.0,372.0,1.6469,47600.0,INLAND
-122.23,39.86,23.26519205128862,1730.0,429.0,982.0,322.0,1.8375,79800.0,INLAND
-121.62,39.16,2.928148580317557,4480.0,864.0,2271.0,767.0,3.809,110700.0,INLAND
-121.99,37.92,13.72922595301645,1780.0,219.0,764.0,226.0,9.0243,427700.0,INLAND
-122.15,37.35,23.318501079640313,3814.0,598.0,1344.0,464.0,12.9792,500001.0,NEAR BAY
-117.29,34.11,40.95323750225218,2426.0,679.0,1920.0,586.0,1.5561,68000.0,INLAND
-116.52,33.85,8.36335193447199,7559.0,1361.0,3189.0,1105.0,3.4886,112500.0,INLAND
-121.04,37.69,12.425188369061845,6333.0,1537.0,3265.0,1265.0,3.0217,160900.0,INLAND
-119.75,36.78,41.67047892662343,1129.0,212.0,474.0,242.0,2.4405,74300.0,INLAND
-122.13,37.44,41.53852480544766,2835.0,454.0,1148.0,446.0,5.9277,446600.0,NEAR BAY
-118.39,33.83,32.017008416093404,2075.0,645.0,954.0,519.0,5.637,500001.0,NEAR OCEAN
-122.27,40.39,27.044479490499523,1833.0,430.0,939.0,408.0,1.3571,59000.0,INLAND
-118.33,34.09,43.069959813558505,561.0,158.0,340.0,127.0,1.4375,165000.0,<1H OCEAN
-119.64,36.34,27.95699127690447,2958.0,831.0,1504.0,627.0,1.8606,56700.0,INLAND
-117.45,34.01,26.84626555240003,3042.0,680.0,1720.0,551.0,2.76,95200.0,INLAND
-119.06,34.35,36.720197967099786,2426.0,724.0,2116.0,631.0,2.0682,158300.0,<1H OCEAN
-117.22,33.2,27.536612690542754,1736.0,310.0,801.0,292.0,4.4844,205500.0,<1H OCEAN
-119.83,36.83,16.832653045947367,2351.0,423.0,1128.0,363.0,6.9903,141200.0,INLAND
-117.78,33.97,1.0,556.0,62.0,179.0,54.0,8.4411,500001.0,<1H OCEAN
-122.42,37.78,34.69845883046836,1728.0,1088.0,1211.0,752.0,0.8543,500001.0,NEAR BAY
-121.41,38.53,33.66404582743152,2061.0,374.0,1110.0,342.0,3.1944,79000.0,INLAND
-115.57,32.78,21.427774508182367,1534.0,241.0,871.0,222.0,6.2715,97200.0,INLAND
-117.17,33.28,23.86192749953011,1921.0,354.0,862.0,280.0,5.1786,376800.0,<1H OCEAN
-122.41,37.8,50.56056625324581,2892.0,868.0,1785.0,733.0,3.5746,350000.0,NEAR BAY
-117.67,33.63,10.273237306318078,5774.0,1227.0,3086.0,1265.0,4.4063,202200.0,<1H OCEAN
-121.8,37.31,18.79686171598107,1807.0,338.0,1277.0,341.0,4.5045,164500.0,<1H OCEAN
-118.34,34.18,51.89835803315608,3046.0,571.0,1448.0,599.0,3.24,226900.0,<1H OCEAN
-120.93,37.73,14.62460825587859,2799.0,,2294.0,596.0,2.6343,81500.0,INLAND
-118.38,33.88,34.92931976912198,2501.0,510.0,1031.0,422.0,4.75,442100.0,<1H OCEAN
-122.02,38.37,16.45131626964166,2495.0,408.0,1118.0,338.0,6.4894,198000.0,INLAND
-122.29,38.3,52.0,144.0,59.0,89.0,48.0,1.0096,162500.0,NEAR BAY
-119.23,34.17,20.29756539400613,6171.0,1434.0,2164.0,1210.0,3.6875,500001.0,NEAR OCEAN
-117.76,33.71,11.083970067202943,4321.0,622.0,2025.0,578.0,8.3634,355100.0,<1H OCEAN
-117.08,32.74,28.77285893721554,3260.0,718.0,1784.0,666.0,3.5078,126500.0,NEAR OCEAN
-121.91,36.98,11.017375589864868,1957.0,489.0,865.0,369.0,2.6875,233300.0,NEAR OCEAN
-118.22,33.98,16.57693309610336,1781.0,697.0,1913.0,702.0,1.2059,255000.0,<1H OCEAN
-118.36,34.06,51.141383521028665,2130.0,568.0,921.0,395.0,2.9605,500001.0,<1H OCEAN
-116.11,33.64,27.58682304224689,1273.0,423.0,1548.0,355.0,2.0871,84700.0,INLAND
-117.89,33.61,13.828232726610286,2413.0,572.0,656.0,423.0,6.3017,350000.0,<1H OCEAN
-118.26,34.14,52.0,902.0,350.0,650.0,334.0,1.5417,268800.0,<1H OCEAN
-118.58,34.2,41.29240472340595,1323.0,261.0,756.0,216.0,4.233,221300.0,<1H OCEAN
-117.91,33.84,30.605229446173283,1156.0,474.0,1880.0,400.0,2.2716,350000.0,<1H OCEAN
-117.07,32.67,30.769237697740817,3200.0,784.0,1723.0,610.0,1.8977,95600.0,NEAR OCEAN
-122.42,37.73,51.84421727965367,3230.0,777.0,1765.0,611.0,3.3333,292300.0,NEAR BAY
-121.91,38.02,18.647241547235904,2966.0,690.0,1687.0,527.0,3.4817,129800.0,INLAND
-118.08,33.93,29.0807381613957,1558.0,419.0,1179.0,337.0,3.2188,165100.0,<1H OCEAN
-119.6,36.57,49.39265638917839,2311.0,505.0,1347.0,436.0,2.5556,69700.0,INLAND
-118.48,34.05,34.00766036946734,2143.0,420.0,751.0,396.0,6.7496,500001.0,<1H OCEAN
-117.74,33.73,19.331404819582062,328.0,61.0,391.0,60.0,4.1167,87500.0,<1H OCEAN
-122.44,37.79,47.926043565834064,1726.0,382.0,614.0,356.0,3.6812,500000.0,NEAR BAY
-122.07,37.98,8.959852647700371,6915.0,1977.0,2940.0,1468.0,4.0154,186100.0,NEAR BAY
-121.56,38.44,42.47521950878558,1485.0,261.0,653.0,251.0,3.0,141700.0,INLAND
-118.26,34.02,34.45060819260344,1091.0,310.0,1786.0,340.0,2.131,136500.0,<1H OCEAN
-118.33,33.93,36.13661660611997,694.0,133.0,412.0,119.0,6.0718,156000.0,<1H OCEAN
-117.56,34.12,5.386073834225599,5351.0,1137.0,2988.0,1101.0,3.7973,181300.0,INLAND
-120.85,35.37,23.418277159683235,1033.0,197.0,588.0,187.0,2.8173,226900.0,NEAR OCEAN
-117.9,33.83,38.833917280199714,3065.0,739.0,2204.0,606.0,3.8456,211800.0,<1H OCEAN
-122.08,37.94,42.27121881919392,2185.0,312.0,943.0,366.0,4.725,232100.0,NEAR BAY
-122.12,37.85,23.19674966954227,5252.0,592.0,1870.0,657.0,8.0074,454100.0,NEAR BAY
-122.12,38.01,52.0,1738.0,339.0,837.0,363.0,3.609,135700.0,NEAR BAY
-122.41,37.79,52.0,2161.0,481.0,904.0,431.0,3.5066,350000.0,NEAR BAY
-118.25,33.92,40.70979795282714,1137.0,258.0,747.0,225.0,2.0,92600.0,<1H OCEAN
-122.31,37.54,49.617615553800604,1340.0,337.0,660.0,284.0,4.163,393800.0,NEAR OCEAN
-121.91,37.47,16.52613108470358,5377.0,678.0,2759.0,760.0,6.868,337300.0,<1H OCEAN
-118.08,33.92,29.92632218800057,2118.0,385.0,1414.0,442.0,3.7238,166800.0,<1H OCEAN
-118.54,34.38,18.196622983257924,2096.0,321.0,1044.0,328.0,6.8299,262100.0,<1H OCEAN
-118.14,33.87,50.79580372185086,1607.0,296.0,799.0,283.0,5.084,214100.0,<1H OCEAN
-118.28,33.99,44.12054128203154,1454.0,320.0,1098.0,297.0,1.5109,104000.0,<1H OCEAN
-118.28,33.98,34.620897577009046,1306.0,339.0,1332.0,331.0,1.9564,92200.0,<1H OCEAN
-119.69,36.86,25.03351425480144,1676.0,275.0,786.0,240.0,4.0,164600.0,INLAND
-117.66,33.48,27.046296587089454,809.0,215.0,334.0,157.0,2.3846,500001.0,<1H OCEAN
-117.75,34.09,31.916161527863363,3094.0,602.0,1672.0,545.0,4.2143,146900.0,INLAND
-121.22,37.79,39.50935356951807,1052.0,214.0,712.0,212.0,1.7228,105000.0,INLAND
-119.75,36.75,52.0,1515.0,262.0,852.0,297.0,1.9955,54200.0,INLAND
-118.47,34.01,24.635426725306207,1782.0,578.0,837.0,422.0,3.7727,413000.0,<1H OCEAN
-122.13,37.72,30.55067065839187,2862.0,478.0,1030.0,397.0,7.912,367300.0,NEAR BAY
-120.16,39.01,22.24349855125351,1463.0,260.0,54.0,26.0,4.975,206300.0,INLAND
-122.36,37.57,36.992080620297706,1774.0,193.0,588.0,207.0,10.7339,500001.0,NEAR OCEAN
-121.89,37.29,35.2962862788969,1568.0,388.0,710.0,339.0,2.7042,286600.0,<1H OCEAN
-117.99,33.87,24.17974111154792,2334.0,463.0,1662.0,535.0,3.0147,217000.0,<1H OCEAN
-117.94,33.64,24.910222407343966,1097.0,330.0,470.0,333.0,1.6389,225000.0,<1H OCEAN
-122.14,37.74,52.0,1071.0,231.0,440.0,192.0,4.0662,204200.0,NEAR BAY
-117.16,32.82,33.52141544492922,2291.0,338.0,1098.0,382.0,4.6875,188000.0,NEAR OCEAN
-117.13,32.8,18.717763413852644,1606.0,438.0,784.0,342.0,3.7237,108300.0,NEAR OCEAN
-117.92,34.11,20.97325373770489,2838.0,765.0,2151.0,645.0,3.2202,126200.0,<1H OCEAN
-121.4,36.85,52.0,2666.0,544.0,1768.0,555.0,2.6598,157300.0,INLAND
-122.27,37.77,52.0,2252.0,454.0,1033.0,434.0,5.5337,372000.0,NEAR BAY
-117.71,34.02,19.63156885277054,12689.0,2834.0,7343.0,2230.0,3.6361,157700.0,INLAND
-118.32,34.17,47.21237775366108,3448.0,656.0,1562.0,643.0,4.0648,258800.0,<1H OCEAN
-119.28,36.52,18.302668526302057,1402.0,389.0,1327.0,316.0,2.25,53200.0,INLAND
-118.35,34.04,42.96707392321727,1956.0,607.0,1672.0,546.0,1.8685,150700.0,<1H OCEAN
-116.47,33.81,8.991601380512346,10105.0,2180.0,6274.0,2095.0,2.4497,90900.0,INLAND
-119.72,36.82,18.073978068078368,2627.0,537.0,1054.0,623.0,1.9483,112500.0,INLAND
-118.52,34.05,48.10803601903113,1814.0,362.0,709.0,311.0,4.825,500001.0,<1H OCEAN
-119.7,34.43,37.09292657782036,1462.0,289.0,678.0,322.0,5.1545,418400.0,<1H OCEAN
-121.85,37.34,26.23987761010671,1481.0,475.0,1505.0,391.0,2.5769,137500.0,<1H OCEAN
-121.46,38.48,13.070267390716742,3593.0,788.0,1710.0,530.0,3.5227,93100.0,INLAND
-122.13,37.67,44.846324816931094,1748.0,338.0,914.0,317.0,3.8676,184000.0,NEAR BAY
-122.03,37.97,47.65349776984335,1613.0,356.0,865.0,336.0,3.25,151100.0,NEAR BAY
-122.05,39.6,37.69104038071644,2051.0,388.0,958.0,322.0,2.8466,95300.0,INLAND
-117.91,33.93,23.83309987497188,2578.0,427.0,1207.0,350.0,6.2452,291700.0,<1H OCEAN
-118.35,33.95,45.95185509904489,1076.0,257.0,781.0,238.0,3.95,164000.0,<1H OCEAN
-121.96,37.81,17.659542882683105,6488.0,772.0,2404.0,765.0,8.3188,403400.0,<1H OCEAN
-121.23,39.27,7.899642855489192,1265.0,222.0,573.0,205.0,3.3603,162500.0,INLAND
-122.25,37.77,52.0,1038.0,260.0,482.0,215.0,3.1771,210200.0,NEAR BAY
-117.93,33.87,27.122885562556817,1221.0,322.0,1822.0,326.0,1.7935,162500.0,<1H OCEAN
-118.35,34.06,44.25604403351265,1354.0,319.0,716.0,309.0,3.7167,385000.0,<1H OCEAN
-118.39,34.17,35.222878349535534,2790.0,755.0,1351.0,697.0,3.2052,283600.0,<1H OCEAN
-118.78,34.16,11.938283456459079,30405.0,4605.0,12873.0,3931.0,8.0137,399200.0,NEAR OCEAN
-118.24,33.96,37.02816667865332,1724.0,513.0,1876.0,416.0,2.1078,100600.0,<1H OCEAN
-122.22,37.47,29.889821045277714,7740.0,1768.0,4124.0,1743.0,3.3268,322800.0,NEAR OCEAN
-117.89,33.74,31.844742268524232,1759.0,397.0,2083.0,330.0,3.2292,160600.0,<1H OCEAN
-120.47,34.71,22.632191812622267,2535.0,436.0,1012.0,368.0,5.6177,183800.0,NEAR OCEAN
-118.05,33.9,43.9918766888632,1047.0,197.0,975.0,239.0,3.1897,155000.0,<1H OCEAN
-121.04,38.81,10.926274412967407,3522.0,544.0,1456.0,544.0,3.93,163400.0,INLAND
-118.43,34.43,11.787155591686888,21113.0,5416.0,9842.0,3886.0,4.2037,194600.0,<1H OCEAN
-121.0,38.58,15.980922498365254,3425.0,530.0,1357.0,451.0,5.3344,217500.0,INLAND
-122.09,37.63,39.37762743421857,1570.0,324.0,992.0,249.0,5.3644,168800.0,NEAR BAY
-118.3,33.73,36.83148227119254,2582.0,694.0,1304.0,588.0,3.5694,276400.0,NEAR OCEAN
-117.71,33.57,11.014364195962678,3673.0,953.0,1846.0,768.0,4.877,144300.0,<1H OCEAN
-120.1,36.96,16.024287149036795,2100.0,351.0,910.0,274.0,4.8187,90900.0,INLAND
